track_id;artist_name;track_name;release_date;genre;sadness;danceability;topic;loudness;acousticness;instrumentalness;valence;energy
t34;drake;buried alive interlude;2011;pop;0.0476328515625414;0.7032383840571862;obscene;0.5888008614721943;0.4136540297731223;0.0;0.8011129431162406;0.543529287401168
t35;childish gambino;sunrise;2011;pop;0.0006578947739017;0.5245315715368787;obscene;0.750788400892239;0.0110431837782969;0.0;0.1632316570486397;0.6956861916007786
t36;craft spells;after the moment;2011;pop;0.0007518797373471;0.5927650817719051;romantic;0.8145014486065174;0.0264046449845833;5.050607287449393e-05;0.7423742786479802;0.8748709669411097
t37;avril lavigne;wish you were here;2011;pop;0.1426763159488406;0.4248889851619192;obscene;0.8157321231700125;0.0324287474184211;0.0;0.3260511129431163;0.8658616765608694
t38;mike posner;bow chicka wow wow;2011;pop;0.0670594733874853;0.611177298819452;obscene;0.7762479809245442;0.3192764249763303;0.0;0.5146331409727947;0.6706603849890006
t39;bon iver;towers;2011;pop;0.0018148821735509;0.3122495396945738;violence;0.5959797964259159;0.9487951293123787;0.7115384615384615;0.1106760098928276;0.3343135441267033
t40;death cab for cutie;you are a tourist;2011;pop;0.2389734278787856;0.5494422181306184;world/life;0.7202266492321103;0.0002540163192934;0.145748987854251;0.6568425391591095;0.8728689024121673
t41;simon curtis;pit of vipers;2011;pop;0.4129591123223486;0.7248998158778296;sadness;0.738353459990257;0.2831318103733036;9.635627530364373e-06;0.3312036273701566;0.6296180621456846
t42;christina perri;the lonely;2011;pop;0.50358992983462;0.1898624499079389;sadness;0.6678204240699432;0.5753007784144362;0.0002864372469635;0.0458573784006595;0.2692464469360804
t43;kelly clarkson;dark side;2011;pop;0.6873201423862471;0.5386115022202967;sadness;0.810629951542189;0.0994970878484817;0.0;0.2765869744435284;0.8608565152385138
t44;go radio;rolling in the deep;2011;pop;0.4371650193560136;0.5266977147189429;sadness;0.803015152680563;0.0027098420781546;0.0;0.4940230832646331;0.7827759986097663
t45;bon iver;calgary;2011;pop;0.0012239903218572;0.4833748510776563;violence;0.6192600569186985;0.9267067537216404;0.1710526315789473;0.0548227535037098;0.4664498030368916
t46;breathe carolina;blackout;2011;pop;0.0006835270486889;0.6501678760966101;obscene;0.7960413301540906;0.0053905676612125;0.0;0.8011129431162406;0.8198141923951979
t47;jai paul;btstu (edit);2011;pop;0.0221445767214376;0.6534170908697066;night/time;0.7421993180011793;0.7479917148511194;0.000993927125506;0.5125721352019785;0.3893703186726151
t48;mac miller;frick park market;2011;pop;0.0004873294764861;0.5754359363153905;obscene;0.7695305489321334;0.0225893801098193;0.0;0.2096042868920032;0.8098038697504867
t49;wiz khalifa;hopes & dreams;2011;pop;0.0511872831646719;0.6220080147297737;obscene;0.738353459990257;0.1375493348888904;0.0;0.571310799670239;0.6316201266746269
t50;ben howard;the wolves;2011;pop;0.2278814672793526;0.4562980613018521;violence;0.6603081814219418;0.2730916396502406;0.007165991902834;0.47959604286892;0.543529287401168
t51;kendrick lamar;hol' up;2011;pop;0.0005425936170718;0.5905989385898408;obscene;0.7790682767992205;0.784136329454146;0.0;0.570280296784831;0.869865805618754
t52;lil wayne;how to hate;2011;pop;0.0003331112944421;0.3685692624282465;obscene;0.7615311642694151;0.2228907860349257;0.0;0.2291838417147568;0.7547470952045748
t53;coldplay;hurts like heaven;2011;pop;0.2699544652314413;0.3869814794757933;violence;0.7555829038791887;0.0100391667059906;0.0042307692307692;0.258037922506183;0.7737667082295262
t54;a day to remember;sticks & bricks;2011;pop;0.3797240287358402;0.4368027726632731;sadness;0.8191164782196241;4.628518703332032e-05;0.0;0.1251030502885408;0.9809803869750484
t55;hollywood undead;hear me now;2011;pop;0.0015479876908978;0.4281381999350158;world/life;0.8169371586801015;0.0001997993973889;0.0001032388663967;0.3456306677658697;0.8388338054201492
t56;sleeping with sirens;f**k you;2011;pop;0.0015479876870394;0.4292212715260479;world/life;0.8266543599210316;0.0009979929698724;0.0;0.5249381698268754;0.9559545803632704
